id_cust,id_acc,rate,date
8340,9566,5,2017-03-14
6547,10291,4,2015-06-07
4072,1659,4,2021-02-13
2781,10372,3,2019-08-21
6123,3015,5,2016-10-06
7844,9606,4,2015-05-18
2613,2816,2,2022-08-03
815,5352,2,2015-12-23
8799,12736,1,2020-04-19
2101,6623,5,2018-05-31
2977,5559,4,2016-10-15
4975,3411,2,2021-05-21
7143,13698,4,2017-12-22
8811,3384,5,2018-08-04
6392,4630,4,2017-07-25
3845,7231,3,2020-05-23
8433,2527,3,2018-07-20
890,1119,5,2017-08-05
4706,3389,3,2018-10-01
1427,1764,3,2019-05-20
5044,7752,5,2020-01-28
1927,2457,3,2021-08-18
7785,12680,5,2016-09-19
1422,10218,5,2019-02-14
5749,15000,5,2018-12-15
4101,3636,5,2017-01-28
2429,3007,4,2020-02-02
2025,10698,3,2019-03-17
7413,302,5,2019-06-23
2581,14214,5,2020-01-18
3553,12891,5,2015-04-06
3991,14959,3,2017-02-26
1260,5905,5,2017-02-20
6223,7531,5,2015-04-10
9948,15010,5,2022-06-10
2682,7212,5,2020-11-10
2371,115,5,2019-08-02
1353,14643,5,2022-10-15
4457,2324,5,2017-09-19
6649,3732,2,2015-05-20
6546,2655,5,2021-07-24
6133,12725,5,2018-12-22
6058,5872,4,2015-08-21
4641,4006,5,2015-08-15
5417,14452,5,2020-08-24
1558,6800,5,2016-02-28
1391,11376,5,2016-10-17
3625,16448,5,2018-11-26
1898,16119,5,2021-08-15
7680,7290,4,2021-09-25
6916,1403,5,2019-10-01
5307,6311,5,2021-06-19
3239,15412,5,2017-10-09
5460,11400,5,2021-04-21
577,10331,4,2015-01-21
4169,5988,5,2020-04-18
8824,11509,5,2016-12-22
5796,11428,5,2019-03-16
2135,11712,5,2017-10-25
5454,2531,4,2019-09-29
983,6165,4,2021-05-08
4096,13223,5,2021-01-25
1959,10876,3,2021-11-07
2457,11686,5,2022-07-08
6118,7281,5,2021-02-06
670,4730,4,2017-10-13
3361,7067,5,2019-07-24
673,5510,3,2022-10-13
4059,157,5,2019-10-15
8706,5655,1,2020-08-12
8679,13372,4,2017-11-06
4931,3765,5,2019-09-13
1644,2828,5,2015-06-05
5488,4055,5,2022-01-16
218,13861,5,2018-04-08
3250,2613,4,2022-03-13
4501,1800,5,2016-07-03
2621,6341,1,2015-06-25
6313,6429,5,2019-10-01
6715,5654,1,2020-07-10
7923,5932,3,2019-08-11
3791,1158,1,2015-05-22
8849,6195,5,2019-01-20
7089,2453,2,2018-12-28
259,11747,4,2022-02-20
3540,8196,1,2021-09-11
9015,620,2,2021-06-01
8107,165,1,2020-06-30
4093,1810,4,2016-10-28
3469,5887,1,2020-01-03
9828,12445,3,2020-06-05
3191,8873,1,2017-08-01
4067,14880,1,2018-08-22
9435,6783,2,2020-10-24
2211,3733,3,2020-07-17
700,16458,1,2016-02-05
8255,10288,2,2019-09-26
5002,8818,3,2017-04-10
247,8765,1,2018-01-01
2564,11545,1,2019-07-11
4893,16416,2,2020-06-01
5312,13139,5,2021-08-16
5371,4098,1,2016-02-27
5076,10113,3,2019-06-19
1980,4481,1,2015-11-02
8290,604,3,2017-12-02
7799,12871,2,2022-11-16
4261,3724,3,2015-07-19
6860,8753,5,2015-07-26
3763,14785,3,2015-03-29
118,7494,5,2016-01-10
4297,14932,5,2019-02-06
1397,3746,4,2022-06-08
1603,5563,5,2022-04-11
235,8031,5,2019-10-21
6574,5971,5,2017-10-29
9354,7486,5,2019-06-02
3174,3963,5,2018-08-29
4304,5651,5,2016-09-12
5108,2021,5,2020-12-03
1826,9212,5,2018-11-10
8891,3370,5,2018-11-12
847,2339,5,2015-10-25
2027,11263,4,2019-07-28
808,12013,4,2016-03-26
5707,2582,5,2018-11-03
6809,1778,2,2018-05-27
943,16058,5,2020-11-25
6840,1976,5,2015-09-02
3595,5541,5,2016-06-24
8068,10907,4,2020-05-12
7506,16329,4,2018-03-04
7596,16143,5,2017-07-28
3056,709,4,2017-10-19
7025,6867,4,2016-01-15
2547,5947,5,2018-11-16
6640,12716,3,2017-08-02
4239,3041,5,2022-12-18
2748,14119,3,2016-08-25
2708,6911,5,2015-12-04
595,8622,5,2019-09-24
3537,5437,2,2021-04-15
8132,12649,5,2017-11-10
1419,2919,4,2017-03-27
5791,15404,3,2020-01-29
3044,7965,5,2018-06-24
4159,13812,5,2020-07-01
7270,1866,5,2018-06-02
7266,8392,4,2022-07-04
7442,4051,5,2022-12-17
912,13599,5,2019-05-29
3707,8475,4,2015-01-10
3935,16147,5,2016-11-08
4144,14076,5,2019-05-27
8468,10247,4,2017-07-26
8197,2164,2,2019-10-28
9875,3401,5,2018-10-28
6792,12286,5,2018-07-15
9590,4333,4,2015-02-28
5511,1408,5,2018-12-14
9053,529,5,2019-01-27
747,15866,3,2017-11-12
5518,235,5,2020-01-21
5950,7365,4,2017-02-25
6231,3476,5,2015-02-27
2351,10549,5,2018-01-13
4135,12829,5,2021-11-30
2745,13975,2,2020-07-28
7812,10762,1,2017-12-30
2621,1211,5,2018-10-24
6008,2137,4,2015-10-23
6283,11783,5,2022-06-04
8188,12936,2,2022-02-23
6160,12689,3,2017-02-16
6002,11655,3,2015-10-07
7906,8123,2,2022-04-07
2484,4907,2,2020-06-29
3652,11550,5,2016-01-25
366,10177,5,2022-10-17
9541,14834,5,2015-01-16
2252,5584,1,2019-06-18
2178,909,5,2018-04-11
473,15419,5,2020-01-02
6817,11288,5,2021-07-13
9808,5803,5,2019-10-28
4940,16250,5,2019-01-21
3057,10119,5,2017-08-24
8431,10269,5,2020-07-19
78,5495,5,2017-08-01
8993,15577,2,2017-01-23
7732,16249,5,2018-06-04
315,11823,2,2015-12-04
9624,16208,2,2018-03-31
814,4358,5,2021-03-05
4406,4578,5,2019-07-04
6239,13371,5,2020-10-30
7528,4101,5,2015-04-30
3304,1697,4,2019-04-07
5012,2680,5,2015-05-30
2438,5391,5,2019-09-06
9824,937,5,2018-12-11
9387,14439,5,2017-03-25
8939,1899,2,2022-02-20
2497,7181,4,2016-07-25
6386,16464,2,2016-02-16
1484,5802,2,2021-03-21
724,8357,3,2018-09-30
2173,15892,3,2019-05-31
4462,14493,5,2021-12-22
2772,12897,5,2019-01-26
3134,15438,2,2017-10-01
1895,4452,5,2022-04-09
7531,275,4,2015-08-15
6904,10120,4,2015-12-17
5532,6159,5,2019-08-08
6555,4006,5,2021-11-25
9669,14787,5,2015-12-17
7207,6028,2,2015-06-30
4522,9227,3,2022-10-04
1772,4450,2,2016-09-03
2829,3541,5,2016-08-06
5141,13007,1,2019-08-24
4907,2083,3,2020-08-29
7512,6404,5,2021-03-10
4340,11095,5,2017-06-11
2927,6216,5,2016-09-23
3993,997,4,2015-04-03
831,9438,2,2019-01-16
1268,14717,4,2018-12-03
8471,5675,1,2017-06-18
3782,4796,2,2015-02-21
8948,8010,1,2020-02-18
8173,8243,2,2018-12-21
6759,171,4,2021-12-08
596,15427,3,2019-01-13
1352,12195,1,2021-01-25
548,4014,5,2022-10-02
1952,12880,4,2015-07-01
6225,16446,2,2016-08-26
1020,10373,4,2018-07-18
3505,11394,1,2018-03-16
4988,1706,5,2020-11-16
7660,4450,1,2015-04-29
5935,15954,4,2020-01-08
8287,8766,2,2021-03-31
1724,9579,4,2022-02-14
635,4324,5,2021-07-09
4166,780,3,2022-02-07
2266,4167,3,2019-07-06
8873,14908,5,2016-03-03
1623,12959,5,2018-06-29
2498,10342,5,2019-08-15
841,9598,5,2019-11-01
7062,1541,5,2016-09-14
6733,10389,4,2016-05-26
2743,5922,5,2021-03-18
8079,13060,4,2016-10-11
7117,11352,4,2015-03-16
4457,14964,4,2019-11-23
9381,4038,4,2022-05-21
7480,11553,5,2018-06-13
8568,3011,4,2022-09-08
6265,1320,4,2016-06-15
9562,13390,4,2016-03-02
2158,12455,4,2021-04-13
7114,479,4,2019-10-19
5507,8737,4,2018-07-29
3492,1073,2,2015-04-30
2902,15126,5,2021-02-15
5308,13204,1,2020-03-24
9583,10440,1,2020-06-09
7204,4437,3,2018-03-17
8977,7170,3,2015-07-19
5695,8281,2,2021-10-05
5160,7316,2,2022-01-30
1238,14926,3,2017-12-15
1040,7678,5,2016-03-20
4035,8149,5,2018-02-20
6776,12032,5,2022-03-12
513,757,3,2020-06-02
4734,8140,5,2018-10-27
6504,5454,1,2015-08-13
8034,5498,4,2018-04-25
2844,2925,4,2017-09-10
8012,13702,1,2020-09-04
1860,9944,1,2022-03-15
7655,10460,5,2020-06-01
3406,5781,5,2020-02-22
2033,5714,5,2022-11-06
7563,6504,4,2018-02-26
8962,14315,4,2015-07-09
4090,3192,1,2017-09-14
8788,14595,5,2016-05-05
9550,9036,5,2021-12-13
998,8437,4,2020-03-28
3657,13555,5,2018-08-28
7889,6264,3,2022-01-27
7659,15393,5,2019-09-16
3932,13546,3,2015-10-28
5148,13336,2,2017-08-06
5447,10805,2,2016-02-05
4951,5940,1,2019-03-27
5173,14629,4,2019-01-13
3122,2270,5,2021-06-12
8342,9919,4,2020-08-11
5053,5693,1,2019-10-28
6429,4614,4,2022-09-24
991,4551,4,2016-03-30
6114,9434,4,2018-10-14
7049,2709,4,2020-03-15
2843,9647,4,2022-08-27
6218,3779,4,2016-06-27
5763,11120,4,2015-04-16
6983,3724,4,2021-08-28
3330,8590,4,2019-09-08
3203,6401,3,2022-06-11
7482,4178,5,2015-03-01
1502,9041,5,2017-07-28
9797,12312,5,2022-03-26
7357,5157,5,2020-08-23
5772,7786,4,2022-06-20
3757,4777,5,2021-11-03
3847,5287,4,2020-02-04
4827,2364,4,2015-09-13
1982,8461,3,2016-12-28
7092,5828,4,2020-09-30
5137,14117,4,2022-04-30
6722,14194,5,2016-01-17
8370,239,4,2022-09-17
7159,13152,2,2022-02-13
593,5373,4,2022-10-24
3856,6361,5,2019-10-21
4664,7562,4,2022-05-30
8967,11363,4,2022-05-22
4311,5867,4,2015-06-09
1294,3134,2,2015-07-01
7556,8734,4,2017-07-06
6011,5125,3,2019-06-27
5011,10350,3,2021-09-12
1215,10115,4,2022-01-29
4959,10644,3,2021-02-25
3769,14350,3,2018-02-28
7079,1778,3,2015-09-29
7509,2099,4,2017-08-06
1047,8829,4,2021-01-27
1224,131,1,2015-01-12
6862,503,4,2021-01-31
7911,8241,4,2022-01-04
5188,5938,1,2020-01-03
1217,7429,2,2022-11-23
6782,10220,5,2019-09-11
9730,9642,4,2017-12-29
4956,5104,5,2018-03-08
8415,1387,2,2015-09-05
8275,7907,4,2018-04-21
9292,10254,5,2015-12-16
8600,6758,3,2016-05-04
3585,3391,3,2020-05-30
5622,15802,5,2021-04-10
8997,7385,4,2019-02-12
5010,11909,4,2015-10-08
5777,11657,5,2015-06-26
5974,14400,5,2016-01-23
8003,9207,3,2017-08-12
5875,9000,5,2022-10-28
5706,16108,5,2016-03-06
696,5090,2,2019-08-31
2357,196,5,2015-07-19
4698,2732,5,2019-03-01
238,1450,4,2017-01-08
6875,12659,5,2018-03-22
8764,3663,5,2020-12-31
6019,8596,5,2022-10-17
5813,11340,3,2017-05-21
8247,8040,4,2018-07-28
8811,7414,5,2020-02-08
3286,14389,5,2016-11-25
6994,2409,5,2018-01-09
10,1589,5,2015-11-02
4463,3754,5,2022-12-15
6136,8176,1,2017-05-18
4970,7208,4,2019-09-20
7301,12014,4,2020-03-09
2062,11445,5,2022-04-29
1044,12739,2,2021-03-21
177,3943,5,2019-08-14
5343,5822,5,2015-03-12
3678,9131,5,2020-09-19
4130,12091,5,2017-01-03
3843,6511,4,2021-12-04
538,6045,4,2021-04-04
6861,12295,1,2021-12-03
5314,16217,4,2020-03-13
9353,10752,1,2018-02-13
7778,11259,2,2015-06-09
9650,7319,2,2016-02-10
6638,15838,2,2021-07-14
682,6908,5,2017-02-11
1389,3097,4,2017-04-16
1440,5945,2,2022-12-10
4251,13969,1,2019-11-04
1188,12913,4,2016-03-13
9976,2120,1,2021-11-23
9269,7841,1,2021-10-29
9165,13450,1,2020-10-31
9358,14586,1,2022-01-13
4657,13056,3,2019-04-06
3523,4632,4,2020-08-28
3075,16018,4,2020-06-11
5677,16259,3,2021-08-23
1010,10839,3,2022-05-24
9029,5523,2,2018-04-16
9188,11968,2,2019-10-18
384,3665,2,2021-04-30
5070,4838,4,2019-07-03
5553,9788,2,2019-01-23
481,14820,2,2016-12-27
8622,14467,3,2022-08-20
9102,13325,2,2015-10-09
7614,13874,5,2021-03-27
7216,15992,5,2016-04-21
7395,12722,4,2020-08-18
1600,680,4,2015-08-16
7710,243,5,2016-12-03
4931,13110,5,2020-10-15
2276,3609,4,2017-05-16
5272,16354,1,2016-01-31
3374,13876,3,2017-04-17
87,5510,4,2022-09-18
3711,16016,4,2021-09-28
5424,9365,4,2017-05-23
9923,8079,1,2015-04-25
783,14826,4,2017-12-30
6155,11443,4,2018-03-10
8146,15279,3,2022-05-16
4501,5608,2,2021-10-13
8925,14064,4,2019-03-21
8829,8645,1,2018-04-17
1,7541,5,2019-02-14
7768,2690,5,2022-03-02
8346,13972,4,2018-04-10
4952,10439,4,2015-08-19
1994,9804,4,2022-06-30
5373,8403,5,2021-02-09
5152,10298,5,2016-04-04
3050,2393,2,2016-08-27
1672,13245,3,2017-09-29
6166,16039,5,2018-07-04
3655,5844,5,2017-07-04
4205,613,2,2017-11-03
2424,215,3,2021-11-09
5665,6975,3,2018-08-31
8834,3510,4,2022-01-04
7529,4740,3,2017-04-22
4693,6648,4,2017-10-04
742,5180,2,2018-05-21
2271,7145,5,2016-08-07
7196,1348,5,2015-07-20
3581,2799,5,2015-06-09
5583,6265,2,2016-02-11
9174,5686,5,2020-09-22
3734,6034,4,2018-11-02
1378,929,5,2019-01-07
72,14279,5,2020-02-01
4013,5327,5,2021-02-20
5289,3188,5,2016-12-30
9335,8727,5,2021-02-11
3251,3691,5,2017-08-01
971,2417,4,2015-05-02
5757,1456,5,2020-09-22
6640,11733,5,2018-04-29
8422,14740,4,2022-01-01
5292,4053,1,2015-07-10
405,8735,4,2019-12-11
7540,4736,5,2016-06-06
3777,15246,5,2018-02-09
4046,11034,4,2017-08-20
1627,7091,4,2020-04-27
7607,12253,5,2021-10-03
2337,2432,4,2022-10-03
2940,4745,4,2018-09-10
6783,14142,5,2016-05-16
1636,7045,1,2020-11-06
1182,2440,5,2019-03-25
613,7424,4,2019-12-21
8450,1042,5,2018-01-09
5470,3959,4,2018-06-29
6561,13006,1,2018-08-08
5868,8518,2,2019-12-07
4661,14422,4,2018-01-07
1032,14461,2,2015-02-14
6153,781,4,2015-12-12
829,16227,2,2015-04-30
4969,4544,5,2015-02-16
3720,14682,2,2022-08-21
3928,14261,4,2022-03-09
3202,10174,5,2017-07-05
7244,7623,3,2020-10-30
9688,4360,4,2019-01-08
2135,15606,5,2019-11-08
5522,6128,4,2020-01-10
9251,1180,3,2017-12-27
41,6146,4,2015-09-15
5964,3857,1,2021-02-10
7065,14966,5,2019-11-06
6131,9669,2,2020-09-07
2115,13500,4,2022-05-07
7739,10838,5,2015-09-17
797,9327,5,2019-09-01
61,15600,5,2015-03-19
3006,10201,5,2019-06-01
9250,12494,1,2021-01-07
9559,7860,4,2020-01-07
6414,7370,5,2022-05-10
3040,476,5,2018-02-16
9979,3345,3,2020-12-23
466,5606,4,2021-01-30
7156,5386,5,2016-12-25
6173,12913,5,2022-08-04
9220,9676,5,2021-10-28
1539,11255,2,2016-01-11
8449,669,5,2020-09-15
5260,4583,5,2018-08-17
4995,14229,2,2021-12-09
7693,15088,5,2021-05-11
4380,12885,1,2015-08-13
5084,6846,4,2016-08-16
2330,6,4,2019-03-03
1370,7725,4,2018-05-01
5872,6662,4,2022-04-29
2547,9130,1,2019-08-29
6291,5367,5,2020-09-03
5599,3091,1,2020-02-20
6028,1740,5,2015-10-01
2973,3756,3,2016-10-11
3247,5698,5,2018-07-05
8341,11446,3,2018-08-05
6377,6467,5,2021-02-09
9751,1400,5,2022-08-22
5799,13404,5,2017-03-19
3976,14479,4,2017-06-25
7060,8332,5,2015-10-09
5092,5604,5,2021-01-04
6514,9122,1,2015-02-04
8718,5686,4,2017-11-18
8684,645,4,2021-09-24
2386,476,5,2022-07-19
6587,10104,4,2018-07-19
2416,15395,5,2017-12-26
6564,14072,2,2016-01-19
5269,2662,5,2018-08-17
6959,14680,5,2020-11-03
2271,2207,4,2021-01-07
8488,1005,2,2016-09-24
5597,6336,4,2016-06-14
5777,4818,3,2016-12-27
4239,13598,1,2018-08-08
5828,5322,4,2018-08-09
574,2221,1,2021-04-04
5119,13283,4,2020-02-27
269,8485,4,2021-08-24
9639,3560,4,2017-06-29
8601,7619,4,2019-01-10
2613,5324,3,2022-12-17
2279,13105,5,2018-10-21
4448,8263,4,2020-11-21
8437,10281,5,2019-08-07
2736,13431,4,2017-05-14
561,4306,5,2022-03-02
4611,2330,2,2018-09-07
4154,10904,3,2022-03-10
1467,2420,3,2019-08-18
1980,2350,5,2015-06-19
4872,11827,2,2018-09-22
6403,2019,3,2016-01-05
9482,1591,5,2015-11-01
808,1276,2,2016-08-29
7445,6515,5,2021-12-14
3593,14480,4,2020-05-14
9831,15258,4,2020-10-02
1841,5405,3,2019-12-22
2029,11577,5,2015-04-12
6688,3009,4,2016-02-09
7055,3662,5,2022-07-17
6037,6501,5,2016-03-09
8459,10124,2,2022-12-05
1085,1464,2,2022-12-23
7201,15428,5,2019-08-13
759,8428,2,2021-06-02
8076,5066,4,2022-04-05
5698,15218,4,2022-01-31
7398,906,3,2017-01-03
4630,12401,1,2020-12-12
5246,13967,4,2020-08-04
9167,12048,4,2016-08-02
8001,634,1,2021-11-28
2731,12724,5,2021-04-28
285,836,3,2021-12-04
5677,12008,5,2015-01-17
5381,12770,4,2019-02-15
8594,4314,4,2018-09-24
6525,6138,3,2017-05-31
410,11817,2,2018-02-22
363,14613,5,2019-10-05
4040,7597,5,2016-02-28
4803,11191,5,2022-03-11
5150,15869,5,2020-12-08
3896,13903,1,2019-11-06
7531,13059,2,2016-12-24
472,11198,4,2019-07-18
6763,6221,5,2017-09-07
3676,6459,4,2017-02-01
4934,12337,3,2017-09-10
6674,1591,4,2015-08-25
9477,4690,4,2022-11-01
4966,3715,4,2015-10-05
9362,4321,5,2015-10-14
5803,13887,3,2019-04-20
3926,16107,2,2022-08-09
8097,8910,2,2017-09-18
6070,10652,4,2022-05-30
4102,7918,4,2019-05-10
4669,10764,1,2018-11-20
9337,16363,2,2015-04-08
9624,12030,3,2015-07-26
2189,15760,5,2020-09-07
861,1136,1,2022-05-09
837,9827,5,2016-07-14
7633,5002,3,2015-03-03
5674,6370,4,2016-10-16
8720,14446,2,2019-05-01
7262,2587,4,2018-08-16
9482,8421,4,2016-11-15
6568,7598,4,2022-09-30
8088,4421,4,2019-11-29
1615,1351,4,2019-02-18
3975,12365,4,2018-01-03
7333,1367,4,2016-03-21
4083,12887,5,2015-06-02
2974,2477,4,2022-05-15
6498,10358,4,2018-04-09
9118,11501,4,2018-02-26
1539,13955,2,2018-07-30
9584,13482,5,2021-04-28
6444,2344,2,2019-03-14
5083,836,5,2017-06-14
3055,13490,1,2021-03-16
4087,4862,5,2016-08-03
685,15930,5,2022-05-31
8962,6646,4,2017-11-02
5040,6440,5,2021-05-21
9358,6897,4,2017-09-28
6616,16128,3,2019-07-28
7315,2540,4,2020-04-03
7143,13225,4,2018-08-06
323,16034,5,2019-09-06
1938,15565,5,2017-07-09
9601,15034,5,2016-09-24
19,1180,5,2015-06-12
80,14135,4,2020-08-28
475,1794,2,2018-04-28
7737,14527,5,2021-01-23
6474,7342,5,2021-01-19
233,1229,1,2019-10-17
7250,2671,1,2015-04-18
8438,10931,4,2018-11-07
6486,3019,2,2015-03-26
2244,3695,5,2022-12-05
5508,9570,5,2020-03-21
8041,5291,5,2021-06-29
945,13190,4,2016-09-16
4015,828,1,2022-05-17
347,617,5,2022-08-21
4101,15869,1,2020-07-26
8886,8113,4,2016-07-12
9790,12645,5,2020-11-24
6824,6219,1,2018-08-18
9466,7963,1,2015-02-24
4395,3557,1,2019-08-25
388,14550,4,2018-04-04
6369,9543,1,2022-01-09
1551,11585,4,2021-08-12
8654,387,4,2022-10-15
7746,13060,4,2021-05-11
8687,9230,4,2022-01-27
5968,8757,5,2015-08-10
7580,11397,5,2022-05-01
4705,2110,4,2017-01-11
4092,4524,4,2015-10-06
4814,8616,4,2021-02-02
9539,13485,3,2020-07-14
4590,15064,2,2018-04-08
81,1823,5,2016-06-26
2835,7747,5,2021-06-27
8140,11861,4,2015-08-31
6589,5180,2,2017-09-28
8091,9603,4,2019-12-27
9974,13066,1,2016-02-05
6570,12782,4,2016-08-10
6521,8282,5,2016-06-24
886,11978,5,2017-03-11
742,11621,5,2015-02-04
7464,8865,5,2022-11-19
2838,11217,5,2018-02-25
6890,3270,4,2018-10-07
2306,3888,5,2019-10-09
1602,15809,5,2016-09-05
9750,7586,4,2021-05-24
7995,4149,1,2016-07-26
7731,9521,5,2017-01-20
4217,6705,5,2021-06-30
5213,16053,2,2017-08-16
1241,4478,1,2016-02-27
7877,1439,4,2021-10-13
951,10667,5,2021-12-18
1924,3231,3,2021-11-15
7052,10542,4,2016-11-25
3078,13284,4,2022-11-06
9374,9461,3,2020-12-09
1243,7304,3,2019-08-27
3239,3097,3,2022-03-30
5574,8329,2,2015-01-01
2320,16011,4,2021-08-17
6852,1965,1,2021-05-15
3198,2056,4,2021-12-25
6656,6775,5,2018-08-28
1149,1094,4,2020-10-13
5735,14331,5,2017-12-10
9016,5635,4,2016-09-04
44,797,5,2016-10-05
8517,13365,2,2022-10-25
4095,3680,3,2015-10-23
788,8535,2,2020-10-06
7718,675,3,2021-04-14
5000,11331,5,2020-07-22
7893,10703,5,2015-03-16
5382,16007,4,2015-04-05
5931,7154,4,2019-10-11
5486,12373,5,2016-06-21
3064,13767,5,2018-04-10
2670,834,5,2015-10-24
8892,1789,4,2017-11-10
676,6148,5,2019-01-27
3782,3612,5,2017-04-22
7410,4549,2,2019-10-08
4215,10764,5,2018-02-23
3636,13174,5,2016-05-01
7612,6886,4,2021-02-05
6400,11551,4,2015-03-16
7193,2734,4,2016-04-13
1388,6595,5,2018-06-21
4735,9288,5,2021-08-20
7753,7334,4,2015-10-03
9910,4033,4,2018-05-21
7431,7845,2,2015-11-13
847,2348,4,2016-10-08
4255,13395,2,2017-09-18
1647,2537,3,2016-10-12
2005,6198,2,2022-01-01
6616,5416,5,2019-09-22
1221,5465,5,2021-04-23
4569,11771,2,2019-10-21
9305,10537,5,2018-02-26
7803,8077,5,2015-07-12
5364,9807,4,2018-10-04
6523,8387,4,2018-11-08
3220,12555,5,2018-10-22
5253,5933,5,2019-09-23
1121,15757,5,2020-09-02
468,5313,5,2018-02-03
3137,2709,4,2018-06-07
9736,10283,4,2016-02-20
5053,695,5,2022-09-19
9741,11810,3,2019-12-11
2172,10344,5,2022-07-03
2991,9276,5,2015-02-03
3681,8242,4,2016-03-16
4110,13600,5,2015-11-23
4597,3061,5,2022-03-07
4749,7954,4,2021-10-01
7602,6968,5,2016-01-14
745,2979,5,2018-12-25
6510,4735,2,2017-08-20
3019,1894,4,2015-12-30
3079,5498,4,2019-09-05
8254,166,5,2020-11-17
2857,8630,2,2019-09-02
6984,4215,2,2016-03-14
4247,15136,2,2019-08-11
747,5577,1,2018-04-27
3877,14757,5,2022-04-17
4927,11614,3,2016-06-16
5671,6051,1,2020-04-09
5290,871,1,2016-02-04
3605,10259,1,2020-08-01
6057,6811,3,2015-07-16
4374,6321,3,2020-03-04
7919,1238,1,2021-07-18
5818,14177,5,2017-04-10
865,12166,2,2021-07-16
4255,1868,3,2018-05-02
8670,11312,2,2019-07-20
9837,6902,2,2019-07-18
3870,2365,2,2018-08-08
5588,7220,5,2021-02-28
2418,7283,1,2021-10-20
643,15185,4,2021-01-15
435,11748,2,2016-05-03
5336,6300,3,2022-04-11
8507,470,5,2020-12-06
3263,9974,5,2018-02-25
377,3085,5,2015-10-31
8668,13757,5,2021-05-31
8452,13608,2,2022-09-08
8394,5077,5,2021-05-15
8798,3948,2,2021-06-28
8072,3923,2,2022-08-31
2824,8314,4,2017-07-03
8495,8618,5,2017-02-16
7351,4830,1,2016-09-07
2373,9321,2,2017-08-24
1906,12007,5,2022-02-22
5272,11274,5,2020-11-07
6636,9311,2,2021-02-06
2384,13728,5,2016-05-04
3795,9251,5,2021-08-04
8063,3081,4,2018-08-20
3284,7599,1,2022-05-15
8301,9598,2,2019-06-27
35,5889,1,2017-09-30
4417,1570,2,2018-01-20
1088,165,3,2019-03-18
3382,15936,5,2016-12-14
1778,7941,4,2018-05-28
298,5309,1,2016-03-10
2052,12568,5,2019-09-01
6861,14158,5,2016-10-13
1423,7738,5,2021-01-23
8637,12005,4,2016-02-21
445,3115,4,2016-05-20
5949,12812,5,2019-08-08
6507,7473,4,2020-03-22
58,3489,3,2016-05-23
9248,11033,2,2018-01-08
5745,13858,5,2022-03-09
2773,15929,3,2018-03-25
891,11113,5,2018-11-29
3199,5309,5,2015-01-30
4601,2091,2,2022-11-04
1239,1095,4,2016-03-25
8781,12350,2,2019-05-26
318,3330,4,2020-02-21
1519,1524,4,2019-07-02
6796,12338,4,2018-03-23
255,11412,4,2015-02-21
682,6916,2,2017-01-10
3953,10938,4,2021-08-16
7082,6853,4,2015-02-17
721,15463,4,2022-04-14
767,9463,5,2019-04-03
2875,7060,1,2015-09-29
241,5868,5,2017-04-03
415,7796,5,2022-12-01
1730,12525,5,2017-06-14
902,10256,5,2019-08-19
9069,8476,5,2019-11-27
3025,3470,4,2017-10-26
9728,6483,5,2016-06-07
7700,11854,4,2016-08-08
4096,2656,4,2018-10-12
8837,13066,2,2022-02-27
2126,9748,5,2017-03-20
547,7994,4,2018-06-08
5326,7658,5,2019-08-19
7672,1961,5,2017-11-23
4359,5207,1,2018-08-11
8566,3964,1,2019-03-12
3108,4261,1,2021-07-02
3340,8503,2,2021-05-01
1187,9095,4,2021-12-22
2192,11276,5,2017-05-16
1794,13020,3,2015-08-24
3032,6227,5,2021-05-08
6210,40,5,2015-04-26
7532,9160,4,2022-07-14
7060,7869,5,2022-10-14
7689,3286,4,2018-02-08
8826,12043,5,2021-11-22
8692,9037,5,2019-09-11
1605,6013,3,2015-03-26
7721,10666,2,2016-06-19
5501,751,2,2018-02-27
4394,13376,5,2017-09-20
4380,2827,4,2020-08-02
1282,6641,4,2022-10-11
9066,4109,4,2018-07-27
4420,16332,4,2021-05-22
7940,12957,4,2017-03-09
1709,7646,5,2016-02-26
1556,15772,2,2019-01-18
7015,13937,3,2016-05-02
1825,10537,5,2022-09-10
811,6456,5,2015-09-02
6561,9677,4,2022-03-10
5002,13005,4,2022-06-06
8053,11914,4,2015-08-21
6062,15694,4,2016-12-23
4598,11206,5,2019-08-07
7292,845,1,2020-03-05
565,8887,3,2016-07-23
7901,12891,5,2020-02-22
3515,8363,3,2020-11-09
4014,4503,5,2018-07-22
3896,10160,5,2020-02-15
6877,11136,5,2022-11-26
3171,1728,1,2016-12-14
6434,14485,5,2020-09-28
9277,3528,5,2017-09-05
5549,7792,5,2016-11-20
5126,3296,4,2019-03-18
4548,9066,4,2020-01-13
139,15139,5,2018-03-17
6385,15237,4,2020-05-28
9639,6567,5,2020-04-25
2136,9288,5,2020-08-14
6352,14989,4,2015-09-20
3492,5909,4,2021-04-07
741,12423,4,2020-11-27
2588,1929,5,2018-06-24
9085,1068,4,2021-03-18
3158,13513,5,2021-08-29
8961,13256,4,2016-01-07
945,14956,4,2020-04-13
4253,807,2,2021-02-27
5627,9851,4,2017-05-25
4451,11219,3,2021-02-24
2368,5604,4,2017-12-02
8215,15208,4,2019-04-23
8254,9373,4,2022-02-18
9501,9803,4,2017-07-21
7372,12641,4,2022-01-09
8560,4564,2,2022-06-03
2369,347,4,2017-01-18
