id,customer,accommodation,start_date,end_date,cost
3344,2980,11476,2016-08-27,2016-08-30,405.0
3345,4320,9231,2019-12-01,2019-12-04,360.0
3346,2687,13480,2017-02-22,2017-02-25,267.0
3347,1622,1738,2021-08-26,2021-08-29,180.0
3348,1632,1399,2020-07-05,2020-07-08,360.0
3349,9952,4365,2019-01-06,2019-01-09,810.0
3350,1786,568,2020-05-26,2020-05-29,405.0
3351,6920,16354,2020-04-12,2020-04-15,426.0
3352,9070,9476,2022-11-30,2022-12-03,432.0
3353,3168,15777,2022-03-01,2022-03-04,969.0
3354,3463,2526,2018-11-24,2018-11-27,495.0
3355,336,941,2015-05-09,2015-05-12,429.0
3356,7306,3805,2016-05-20,2016-05-23,405.0
3357,4628,10510,2018-09-04,2018-09-07,480.0
3358,7221,5500,2022-09-11,2022-09-14,315.0
3359,6626,15044,2019-12-28,2019-12-31,783.0
3360,5573,3730,2019-09-15,2019-09-18,750.0
3361,2059,13282,2014-12-29,2015-01-01,840.0
3362,2207,2554,2015-02-18,2015-02-21,315.0
3363,6378,9481,2016-08-28,2016-08-31,420.0
3364,866,14516,2022-11-28,2022-12-01,2154.0
3365,5622,16352,2015-01-03,2015-01-06,891.0
3366,940,3961,2017-01-20,2017-01-23,390.0
3367,7836,12718,2019-12-19,2019-12-22,855.0
3368,9298,3643,2020-05-22,2020-05-25,285.0
3369,152,6819,2017-07-17,2017-07-20,1020.0
3372,5632,16251,2022-06-16,2022-06-19,501.0
3373,5231,7034,2020-07-15,2020-07-18,408.0
3374,3502,2725,2015-07-12,2015-07-15,540.0
3375,8867,11626,2016-12-16,2016-12-19,372.0
3376,5978,8745,2015-03-12,2015-03-15,600.0
3377,9552,765,2022-08-28,2022-08-31,525.0
3378,3311,143,2021-10-18,2021-10-21,366.0
3379,1157,5793,2016-03-22,2016-03-25,600.0
3380,7012,1751,2015-08-02,2015-08-05,204.0
3381,5875,7618,2021-11-21,2021-11-24,324.0
3382,7236,7392,2022-05-11,2022-05-14,240.0
3383,6750,9413,2015-10-22,2015-10-25,675.0
3384,1606,8057,2018-02-28,2018-03-03,807.0
3385,6755,8695,2021-11-03,2021-11-06,537.0
3386,2039,10202,2021-09-23,2021-09-26,825.0
3387,9468,16303,2021-09-15,2021-09-18,966.0
3388,8803,12670,2019-01-30,2019-02-02,639.0
3389,2075,8092,2018-01-17,2018-01-20,1140.0
3390,4318,830,2017-08-07,2017-08-10,855.0
3391,318,10808,2021-10-06,2021-10-09,585.0
3392,3847,9930,2017-07-24,2017-07-27,480.0
3393,9190,3649,2015-11-04,2015-11-07,555.0
3394,8918,10423,2017-11-23,2017-11-26,570.0
3395,5352,15969,2019-09-21,2019-09-24,396.0
3396,1899,13865,2015-02-26,2015-03-01,2100.0
3397,8400,8731,2021-01-29,2021-02-01,4800.0
3398,7613,10583,2015-08-08,2015-08-11,405.0
3399,1752,11614,2016-04-07,2016-04-10,300.0
3400,3057,168,2017-09-13,2017-09-16,1017.0
3401,4880,2861,2016-06-04,2016-06-07,855.0
3402,1230,2090,2016-07-14,2016-07-17,855.0
3403,5816,5021,2019-06-01,2019-06-04,708.0
3404,712,843,2015-04-02,2015-04-05,207.0
3405,1883,11345,2017-03-14,2017-03-17,408.0
3406,4716,8668,2017-06-17,2017-06-20,7500.0
3407,6899,4832,2018-07-13,2018-07-16,480.0
3408,3594,1222,2022-10-30,2022-11-02,600.0
3409,6305,5493,2016-09-26,2016-09-29,750.0
3410,9305,14730,2018-06-01,2018-06-04,546.0
3411,8756,15889,2019-03-12,2019-03-15,822.0
3412,1211,2383,2021-06-25,2021-06-28,180.0
3413,3223,6097,2018-09-13,2018-09-16,2754.0
3414,4695,7487,2021-07-18,2021-07-21,360.0
3415,5575,4367,2017-02-19,2017-02-22,345.0
3417,8247,8583,2018-08-12,2018-08-15,180.0
3418,1869,5301,2020-01-20,2020-01-23,360.0
3419,1781,7293,2018-12-14,2018-12-17,357.0
3420,7829,5395,2021-07-12,2021-07-15,207.0
3421,1817,11623,2020-06-29,2020-07-02,1047.0
3422,5683,5363,2022-03-26,2022-03-29,240.0
3423,6026,1820,2020-04-28,2020-05-01,771.0
3425,8239,8803,2021-01-30,2021-02-02,1650.0
3426,1059,362,2017-08-15,2017-08-18,264.0
3427,3764,7317,2020-05-08,2020-05-11,435.0
3428,8687,8994,2022-08-18,2022-08-21,582.0
3429,2480,15580,2019-01-24,2019-01-27,360.0
3430,8056,2115,2021-06-28,2021-07-01,450.0
3431,5936,5175,2020-09-27,2020-09-30,450.0
3432,7559,1422,2018-10-02,2018-10-05,1350.0
3433,522,8381,2020-10-29,2020-11-01,195.0
3434,7787,8759,2020-05-07,2020-05-10,825.0
3435,3926,7399,2022-09-18,2022-09-21,477.0
3436,1057,10705,2016-06-23,2016-06-26,3420.0
3437,4034,10393,2017-06-05,2017-06-08,318.0
3438,619,13099,2015-09-20,2015-09-23,600.0
3439,8219,11642,2021-07-11,2021-07-14,360.0
3440,3882,10647,2020-10-29,2020-11-01,1065.0
3441,7074,3576,2018-02-08,2018-02-11,450.0
3442,5983,15933,2019-01-21,2019-01-24,555.0
3443,7917,5039,2020-03-23,2020-03-26,375.0
3444,4402,8734,2022-04-16,2022-04-19,810.0
3445,3009,13714,2022-12-12,2022-12-15,408.0
3446,4650,10697,2022-07-07,2022-07-10,615.0
3447,65,1744,2021-10-07,2021-10-10,600.0
3448,4960,4562,2016-01-12,2016-01-15,405.0
3449,3984,6897,2022-05-20,2022-05-23,330.0
3450,9268,13392,2017-06-23,2017-06-26,312.0
3451,2549,14647,2019-06-26,2019-06-29,249.0
3452,4098,15611,2022-12-11,2022-12-14,372.0
3453,2593,3210,2017-05-30,2017-06-02,447.0
3454,2943,11043,2018-03-06,2018-03-09,630.0
3455,9472,13313,2020-03-03,2020-03-06,321.0
3456,5688,6003,2015-08-09,2015-08-12,450.0
3457,3202,8871,2020-04-24,2020-04-27,426.0
3458,5680,1245,2017-07-31,2017-08-03,615.0
3459,9576,15477,2017-08-14,2017-08-17,3000.0
3460,7301,16407,2018-06-18,2018-06-21,534.0
3461,8697,6081,2019-10-16,2019-10-19,525.0
3462,4219,7309,2019-12-07,2019-12-10,120.0
3463,9033,9986,2018-04-08,2018-04-11,747.0
3464,4674,9630,2020-01-04,2020-01-07,240.0
3465,4658,5326,2017-05-15,2017-05-18,597.0
3466,7804,11830,2015-02-24,2015-02-27,387.0
3467,3595,3004,2020-11-07,2020-11-10,567.0
3468,1164,12155,2022-08-12,2022-08-15,540.0
3469,319,10564,2018-01-22,2018-01-25,420.0
3470,9987,14455,2018-09-14,2018-09-17,510.0
3471,369,2669,2021-03-27,2021-03-30,324.0
3472,1069,10599,2019-06-09,2019-06-12,885.0
3473,4832,7069,2017-06-25,2017-06-28,249.0
3474,3007,8615,2020-01-18,2020-01-21,825.0
3475,1009,4715,2020-01-07,2020-01-10,540.0
3476,5049,502,2020-01-02,2020-01-05,450.0
3477,8642,1938,2019-05-19,2019-05-22,750.0
3478,5541,16044,2020-12-28,2020-12-31,351.0
3479,4818,15958,2020-05-10,2020-05-13,474.0
3480,209,14884,2018-05-02,2018-05-05,543.0
3481,8634,14233,2015-02-23,2015-02-26,594.0
3482,3275,9680,2016-06-07,2016-06-10,2337.0
3483,2736,11361,2022-08-24,2022-08-27,522.0
3484,3158,7453,2021-10-15,2021-10-18,147.0
3485,2423,4739,2020-11-18,2020-11-21,291.0
3486,4604,3558,2015-12-22,2015-12-25,459.0
3487,4708,5017,2017-11-04,2017-11-07,117.0
3488,8922,7099,2019-06-09,2019-06-12,264.0
3489,2364,8566,2016-08-06,2016-08-09,600.0
3490,1042,8650,2017-01-13,2017-01-16,633.0
3491,8324,1252,2015-01-01,2015-01-04,450.0
3492,2311,1131,2018-02-09,2018-02-12,750.0
3493,7507,11313,2015-02-14,2015-02-17,960.0
3494,4242,5912,2016-03-19,2016-03-22,690.0
3495,2859,6473,2018-05-19,2018-05-22,360.0
3496,4898,7490,2019-02-28,2019-03-03,630.0
3497,2206,15867,2022-02-18,2022-02-21,471.0
3498,2433,5239,2017-07-24,2017-07-27,300.0
3499,1716,15712,2017-11-15,2017-11-18,825.0
3500,4766,11097,2017-07-22,2017-07-25,390.0
3502,5344,12048,2021-10-26,2021-10-29,1272.0
3503,2499,10816,2019-09-28,2019-10-01,555.0
3504,6690,7030,2019-06-21,2019-06-24,393.0
3505,4321,13595,2020-03-01,2020-03-04,417.0
3506,4752,11194,2015-05-11,2015-05-14,621.0
3507,1604,1732,2022-12-18,2022-12-21,249.0
3508,8556,6286,2021-10-04,2021-10-07,450.0
3509,5489,2554,2020-09-05,2020-09-08,315.0
3510,2047,13542,2017-03-03,2017-03-06,930.0
3511,3460,2965,2019-01-08,2019-01-11,450.0
3512,3594,11316,2016-11-30,2016-12-03,1050.0
3513,5449,6750,2020-08-14,2020-08-17,732.0
3514,7933,8312,2017-10-11,2017-10-14,465.0
3515,8211,4879,2018-01-30,2018-02-02,435.0
3516,1238,2914,2018-09-08,2018-09-11,405.0
3517,9457,11735,2019-05-20,2019-05-23,924.0
3518,4101,16338,2015-06-02,2015-06-05,705.0
3519,4325,13910,2019-03-19,2019-03-22,642.0
3520,3597,11212,2017-09-18,2017-09-21,1194.0
3521,4800,10658,2021-05-22,2021-05-25,915.0
3522,5811,13354,2019-11-10,2019-11-13,915.0
3523,4244,15029,2015-01-23,2015-01-26,417.0
3524,961,2389,2016-04-08,2016-04-11,297.0
3525,3381,422,2019-03-28,2019-03-31,537.0
3526,648,3698,2015-05-01,2015-05-04,600.0
3527,1075,7300,2020-07-15,2020-07-18,450.0
3528,1845,2767,2021-05-06,2021-05-09,345.0
3529,7105,13456,2016-05-25,2016-05-28,747.0
3530,970,833,2022-12-06,2022-12-09,246.0
3531,3637,6361,2017-10-24,2017-10-27,540.0
3532,2314,6801,2021-12-08,2021-12-11,405.0
3533,5802,3272,2017-03-20,2017-03-23,750.0
3534,9824,10059,2020-06-24,2020-06-27,645.0
3535,4187,12480,2020-08-02,2020-08-05,669.0
3536,6468,9448,2019-08-30,2019-09-02,1200.0
3537,2911,14321,2022-01-13,2022-01-16,1098.0
3538,3290,10751,2017-12-19,2017-12-22,318.0
3539,8076,7451,2016-11-24,2016-11-27,105.0
3540,1955,1476,2016-04-28,2016-05-01,450.0
3541,2441,6016,2022-04-01,2022-04-04,315.0
3542,8117,6586,2019-11-09,2019-11-12,924.0
3543,1063,15927,2022-10-30,2022-11-02,693.0
3544,308,11798,2021-08-22,2021-08-25,834.0
3545,3865,8069,2019-10-11,2019-10-14,900.0
3546,1332,13373,2018-04-08,2018-04-11,300.0
3547,2813,10697,2015-06-10,2015-06-13,615.0
3548,3257,6954,2016-03-27,2016-03-30,435.0
3549,5715,10684,2017-03-29,2017-04-01,789.0
3551,2096,2608,2021-08-09,2021-08-12,378.0
3552,6339,11732,2015-01-22,2015-01-25,219.0
3553,7194,13652,2017-12-28,2017-12-31,363.0
3554,1332,10788,2022-03-03,2022-03-06,954.0
3555,1637,7704,2019-02-27,2019-03-02,150.0
3556,9655,3041,2018-11-10,2018-11-13,450.0
3557,1164,11426,2020-05-04,2020-05-07,1140.0
3558,3718,3398,2022-03-12,2022-03-15,225.0
3559,2913,4882,2015-12-19,2015-12-22,450.0
3560,7930,10288,2016-01-07,2016-01-10,225.0
3561,6148,2711,2018-04-05,2018-04-08,942.0
3562,6201,5353,2016-10-23,2016-10-26,135.0
3563,6812,11130,2019-12-31,2020-01-03,390.0
3564,1629,8987,2018-03-05,2018-03-08,1395.0
3565,6795,15957,2019-02-16,2019-02-19,327.0
3566,60,14653,2020-04-13,2020-04-16,429.0
3568,225,3689,2017-04-01,2017-04-04,600.0
3569,8921,15349,2015-12-05,2015-12-08,345.0
3571,1951,2668,2022-01-11,2022-01-14,651.0
3572,6523,4605,2018-03-11,2018-03-14,510.0
3573,7237,14956,2015-02-13,2015-02-16,480.0
3574,168,1787,2022-08-10,2022-08-13,480.0
3575,8216,14827,2020-09-08,2020-09-11,1668.0
3576,4097,7739,2015-08-22,2015-08-25,489.0
3577,7634,2101,2017-03-01,2017-03-04,480.0
3578,2769,15194,2018-04-13,2018-04-16,375.0
3579,1750,15324,2022-05-16,2022-05-19,657.0
3580,1999,7456,2016-05-15,2016-05-18,480.0
3581,7671,15494,2018-07-25,2018-07-28,1524.0
3582,108,16247,2018-05-27,2018-05-30,195.0
3583,4692,2983,2020-01-14,2020-01-17,180.0
3584,9940,691,2018-06-29,2018-07-02,225.0
3585,1223,13386,2021-01-03,2021-01-06,354.0
3586,8669,394,2015-03-15,2015-03-18,426.0
3587,1827,9892,2019-08-02,2019-08-05,1140.0
3588,5844,15010,2018-09-28,2018-10-01,495.0
3589,6401,12210,2017-01-20,2017-01-23,642.0
3590,7896,11517,2019-11-26,2019-11-29,369.0
3591,8711,8241,2016-10-27,2016-10-30,540.0
3592,9221,738,2016-03-09,2016-03-12,942.0
3593,9217,15969,2017-11-04,2017-11-07,396.0
3594,2168,12245,2021-12-30,2022-01-02,1374.0
3595,2422,13253,2020-10-01,2020-10-04,1167.0
3596,3945,14154,2021-07-03,2021-07-06,825.0
3597,9247,7619,2022-09-09,2022-09-12,450.0
3598,1492,15157,2022-11-26,2022-11-29,1074.0
3599,9134,7231,2018-12-13,2018-12-16,390.0
3600,3562,2644,2020-03-07,2020-03-10,150.0
3601,3139,16460,2015-10-07,2015-10-10,933.0
3602,9710,1369,2020-04-23,2020-04-26,1200.0
3603,7500,10049,2016-08-15,2016-08-18,930.0
3604,7723,13318,2020-10-03,2020-10-06,1179.0
3605,2409,8903,2022-09-08,2022-09-11,540.0
3606,2621,5135,2017-11-17,2017-11-20,240.0
3607,2560,10227,2015-10-28,2015-10-31,1500.0
3608,7360,8005,2020-03-18,2020-03-21,957.0
3609,6537,3418,2022-10-26,2022-10-29,747.0
3610,6847,12447,2020-03-16,2020-03-19,1659.0
3611,9334,9153,2022-09-09,2022-09-12,501.0
3612,629,5826,2022-05-28,2022-05-31,555.0
3613,7046,4181,2020-01-10,2020-01-13,450.0
3614,4299,3573,2022-01-11,2022-01-14,585.0
3615,4866,6008,2022-01-05,2022-01-08,300.0
3616,2105,8539,2021-04-17,2021-04-20,945.0
3617,130,538,2017-09-15,2017-09-18,450.0
3618,6535,4733,2022-03-07,2022-03-10,315.0
3619,1507,6483,2021-12-05,2021-12-08,750.0
3620,769,13279,2019-03-12,2019-03-15,396.0
3621,822,4666,2022-06-11,2022-06-14,750.0
3622,7149,1006,2019-06-25,2019-06-28,750.0
3623,4288,2984,2017-01-19,2017-01-22,387.0
3624,4322,5143,2021-05-23,2021-05-26,348.0
3625,866,14167,2022-04-29,2022-05-02,1311.0
3626,7617,11634,2016-12-08,2016-12-11,375.0
3627,4878,9643,2020-05-13,2020-05-16,210.0
3628,5448,12506,2018-06-28,2018-07-01,294.0
3629,9602,8209,2019-03-28,2019-03-31,1017.0
3630,4562,1838,2020-06-20,2020-06-23,453.0
3631,3682,1693,2017-10-25,2017-10-28,270.0
3632,6028,15340,2016-11-15,2016-11-18,897.0
3633,4625,3338,2022-09-11,2022-09-14,330.0
3634,1207,9148,2022-08-17,2022-08-20,117.0
3635,2485,3756,2017-03-21,2017-03-24,225.0
3636,3707,13702,2021-12-03,2021-12-06,294.0
3637,172,8550,2021-08-14,2021-08-17,756.0
3638,7201,2970,2016-08-07,2016-08-10,480.0
3639,4348,14944,2016-05-24,2016-05-27,945.0
3640,5311,15455,2020-04-05,2020-04-08,402.0
3641,3451,4264,2021-08-17,2021-08-20,330.0
3642,6991,6048,2015-09-09,2015-09-12,300.0
3643,1024,2054,2019-03-06,2019-03-09,198.0
3644,9582,7870,2018-12-10,2018-12-13,1755.0
3645,5177,15013,2016-09-03,2016-09-06,600.0
3646,3657,4213,2020-08-02,2020-08-05,450.0
3647,3309,6309,2019-07-14,2019-07-17,585.0
3648,5649,10919,2020-10-23,2020-10-26,1800.0
3649,8023,5507,2019-05-25,2019-05-28,405.0
3650,7530,8893,2017-02-03,2017-02-06,2913.0
3651,9407,6812,2016-02-02,2016-02-05,585.0
3652,2779,4112,2016-11-18,2016-11-21,432.0
3653,4374,13647,2021-11-20,2021-11-23,810.0
3654,7793,9999,2019-07-04,2019-07-07,465.0
3655,1062,7299,2021-06-27,2021-06-30,555.0
3656,7467,12377,2016-04-01,2016-04-04,417.0
3657,3465,5496,2022-12-10,2022-12-13,330.0
3658,3114,12296,2018-12-14,2018-12-17,717.0
3659,9703,12546,2015-04-16,2015-04-19,600.0
3661,8651,136,2019-03-05,2019-03-08,750.0
3662,9628,9155,2021-08-26,2021-08-29,165.0
3663,4977,13270,2017-04-10,2017-04-13,579.0
3664,8929,10300,2018-08-09,2018-08-12,891.0
3665,4564,10264,2016-05-13,2016-05-16,93.0
3666,874,2187,2015-11-11,2015-11-14,450.0
3667,3147,314,2019-08-29,2019-09-01,450.0
3668,1726,1192,2018-01-29,2018-02-01,930.0
3669,8788,9706,2019-12-14,2019-12-17,525.0
3670,3671,1649,2015-11-19,2015-11-22,570.0
3671,5008,6190,2019-11-04,2019-11-07,456.0
3672,6431,56,2020-12-06,2020-12-09,495.0
3673,8543,9519,2019-12-26,2019-12-29,435.0
3674,4516,12690,2022-08-08,2022-08-11,5571.0
3675,8376,4522,2016-04-05,2016-04-08,387.0
3676,7351,15449,2015-08-19,2015-08-22,939.0
3677,9439,7400,2022-10-31,2022-11-03,300.0
3678,6940,7880,2015-08-21,2015-08-24,297.0
3679,198,2989,2022-09-18,2022-09-21,375.0
3680,8116,11632,2021-10-15,2021-10-18,2325.0
3681,9689,1550,2016-07-31,2016-08-03,390.0
3682,4324,10278,2016-04-14,2016-04-17,102.0
3683,1085,12156,2020-08-16,2020-08-19,525.0
3684,4294,10373,2019-10-20,2019-10-23,1179.0
3685,9996,5299,2016-11-20,2016-11-23,255.0
3686,9207,10258,2022-12-17,2022-12-20,270.0
3687,1207,3052,2020-12-27,2020-12-30,540.0
3688,4594,15468,2020-02-26,2020-02-29,1098.0
3689,4833,10682,2022-05-12,2022-05-15,561.0
3690,2295,12530,2022-08-11,2022-08-14,480.0
3691,2558,13164,2015-06-23,2015-06-26,315.0
3692,7797,12501,2016-04-09,2016-04-12,375.0
3693,1350,15859,2018-11-19,2018-11-22,3162.0
3694,1289,14479,2015-12-14,2015-12-17,1830.0
3695,2262,15865,2022-11-25,2022-11-28,1854.0
3696,8747,1529,2017-06-02,2017-06-05,117.0
3697,7381,1696,2017-03-02,2017-03-05,495.0
3698,8758,7909,2016-06-28,2016-07-01,1494.0
3699,4221,10186,2015-11-02,2015-11-05,360.0
3700,9,11007,2016-09-25,2016-09-28,138.0
3701,7380,16104,2021-03-12,2021-03-15,909.0
3702,6460,528,2015-11-30,2015-12-03,900.0
3704,9616,5771,2020-03-31,2020-04-03,345.0
3705,3412,8026,2016-01-24,2016-01-27,1200.0
3706,8860,8322,2021-08-20,2021-08-23,195.0
3707,7257,3991,2020-06-04,2020-06-07,495.0
3708,5308,10499,2021-04-19,2021-04-22,603.0
3709,6674,7400,2019-09-20,2019-09-23,300.0
3710,6518,2508,2017-08-10,2017-08-13,1050.0
3711,1779,70,2022-04-15,2022-04-18,255.0
3712,2787,10629,2015-06-08,2015-06-11,366.0
3713,4732,5317,2018-05-23,2018-05-26,450.0
3714,5366,14639,2022-02-17,2022-02-20,720.0
3715,8617,13615,2016-03-08,2016-03-11,855.0
3716,5544,8703,2018-07-23,2018-07-26,825.0
3717,9776,8767,2015-05-26,2015-05-29,495.0
3718,7954,15911,2021-11-05,2021-11-08,108.0
3719,1176,14278,2016-10-16,2016-10-19,663.0
3720,1945,15611,2022-10-13,2022-10-16,372.0
3721,4369,5927,2019-09-04,2019-09-07,570.0
3722,9545,8040,2015-01-23,2015-01-26,249.0
3723,7384,7826,2015-10-27,2015-10-30,255.0
3724,98,8656,2022-09-25,2022-09-28,417.0
3725,855,4757,2016-12-27,2016-12-30,720.0
3726,3929,14966,2016-01-06,2016-01-09,2550.0
3727,2738,6008,2022-07-13,2022-07-16,300.0
3728,6454,6391,2021-02-21,2021-02-24,330.0
3729,1117,1029,2022-06-18,2022-06-21,420.0
3731,2134,15212,2018-08-07,2018-08-10,375.0
3732,166,12140,2020-11-07,2020-11-10,921.0
3733,7811,3881,2019-08-04,2019-08-07,750.0
3734,939,4629,2017-08-30,2017-09-02,585.0
3735,9873,8697,2020-05-10,2020-05-13,1197.0
3736,6519,211,2015-08-24,2015-08-27,471.0
3737,8166,6798,2019-04-14,2019-04-17,711.0
3738,6795,14748,2021-06-25,2021-06-28,849.0
3739,2702,10460,2019-12-20,2019-12-23,600.0
3740,7161,5273,2020-08-19,2020-08-22,747.0
3741,2609,4287,2018-11-07,2018-11-10,528.0
3742,5541,10366,2020-06-28,2020-07-01,1950.0
3743,3215,5451,2015-05-05,2015-05-08,198.0
3744,1536,9289,2019-10-19,2019-10-22,255.0
3745,326,15879,2022-01-27,2022-01-30,870.0
3746,5427,1616,2018-08-23,2018-08-26,600.0
3747,3133,7795,2016-01-12,2016-01-15,1212.0
3749,6085,2163,2020-10-24,2020-10-27,255.0
3750,398,7520,2015-03-14,2015-03-17,600.0
3751,2376,46,2019-02-03,2019-02-06,480.0
3752,3210,933,2020-03-08,2020-03-11,2700.0
3753,280,10436,2021-09-01,2021-09-04,1047.0
3754,3042,15993,2022-08-28,2022-08-31,450.0
3755,6359,9502,2018-03-31,2018-04-03,432.0
3756,5690,14076,2016-08-08,2016-08-11,441.0
3757,6426,11829,2016-06-19,2016-06-22,525.0
3758,1383,27,2016-06-04,2016-06-07,735.0
3759,7116,3515,2020-11-25,2020-11-28,180.0
3760,7891,2164,2021-10-05,2021-10-08,393.0
3762,7971,840,2019-08-10,2019-08-13,642.0
3763,2105,11814,2016-03-18,2016-03-21,825.0
3764,7334,3243,2018-11-24,2018-11-27,225.0
3765,6718,2893,2018-08-30,2018-09-02,744.0
3766,1743,3335,2019-03-26,2019-03-29,510.0
3767,6900,5531,2020-07-18,2020-07-21,525.0
3768,4135,9833,2015-11-17,2015-11-20,393.0
3769,9047,2001,2016-07-09,2016-07-12,900.0
3770,4596,1221,2015-11-26,2015-11-29,345.0
3771,2888,14992,2018-07-18,2018-07-21,963.0
3772,1146,2143,2021-02-05,2021-02-08,735.0
3773,4856,6142,2022-09-29,2022-10-02,600.0
3774,8797,10218,2019-01-17,2019-01-20,270.0
3775,5639,11979,2018-06-09,2018-06-12,294.0
3776,2734,1379,2015-03-20,2015-03-23,3000.0
3777,2808,4833,2022-08-24,2022-08-27,660.0
3778,3904,3239,2016-03-02,2016-03-05,675.0
3779,4082,5620,2018-06-23,2018-06-26,750.0
3780,9218,4472,2018-07-07,2018-07-10,255.0
3781,8961,15026,2022-04-06,2022-04-09,1014.0
3782,7830,3909,2021-10-23,2021-10-26,453.0
3783,1984,13657,2017-07-25,2017-07-28,693.0
3784,5452,4828,2017-03-17,2017-03-20,831.0
3785,1560,7359,2015-01-25,2015-01-28,2259.0
3786,8180,15056,2022-06-09,2022-06-12,1326.0
3787,1151,11120,2015-08-22,2015-08-25,435.0
3788,2790,14541,2016-07-19,2016-07-22,969.0
3789,8169,2424,2019-07-29,2019-08-01,225.0
3790,6560,12569,2017-12-27,2017-12-30,1155.0
3791,8880,7973,2021-01-31,2021-02-03,195.0
3792,7742,7583,2020-05-16,2020-05-19,735.0
3793,1042,2618,2022-01-12,2022-01-15,180.0
3794,4658,6374,2015-12-17,2015-12-20,645.0
3795,6037,2828,2016-04-07,2016-04-10,1626.0
3796,1555,13101,2016-04-27,2016-04-30,729.0
3797,48,11596,2018-02-06,2018-02-09,318.0
3798,8984,14897,2016-05-20,2016-05-23,1050.0
3799,2213,5470,2015-04-28,2015-05-01,585.0
3800,4976,11113,2017-04-24,2017-04-27,873.0
3801,4790,2790,2015-09-21,2015-09-24,300.0
3802,1978,5279,2021-03-28,2021-03-31,825.0
3803,4347,5081,2020-04-19,2020-04-22,597.0
3804,9545,2690,2022-01-30,2022-02-02,405.0
3806,1623,5747,2019-03-09,2019-03-12,600.0
3807,817,4826,2018-11-19,2018-11-22,270.0
3808,1320,13227,2022-12-07,2022-12-10,195.0
3809,7061,7371,2021-10-30,2021-11-02,300.0
3810,7410,5216,2016-02-15,2016-02-18,687.0
3811,6675,5537,2021-06-03,2021-06-06,450.0
3812,4354,2630,2015-10-01,2015-10-04,396.0
3813,7332,4530,2022-12-10,2022-12-13,120.0
3814,6245,10115,2019-04-27,2019-04-30,573.0
3815,8292,13046,2018-12-17,2018-12-20,774.0
3816,8180,16396,2017-01-18,2017-01-21,963.0
3817,5225,11554,2019-05-28,2019-05-31,450.0
3818,466,15205,2015-03-16,2015-03-19,738.0
3819,7773,11577,2020-06-28,2020-07-01,1134.0
3820,4321,12915,2019-10-25,2019-10-28,531.0
3821,9183,15090,2021-05-06,2021-05-09,555.0
3822,4873,73,2022-04-06,2022-04-09,510.0
3823,7140,9056,2015-11-28,2015-12-01,117.0
3824,6774,14153,2015-05-09,2015-05-12,1023.0
3825,8410,5937,2018-08-07,2018-08-10,360.0
3826,505,2265,2018-03-29,2018-04-01,351.0
3827,8358,11545,2022-07-28,2022-07-31,555.0
3828,676,14278,2017-05-25,2017-05-28,663.0
3829,7464,4978,2021-10-28,2021-10-31,420.0
3830,4253,2752,2019-05-16,2019-05-19,450.0
3831,2208,7566,2022-11-19,2022-11-22,507.0
3832,5165,13379,2022-06-30,2022-07-03,540.0
3834,7515,1798,2017-02-17,2017-02-20,597.0
3835,614,5428,2015-11-03,2015-11-06,885.0
3836,8779,7558,2018-06-24,2018-06-27,531.0
3837,7919,8501,2021-11-24,2021-11-27,516.0
3838,4078,5162,2020-08-27,2020-08-30,525.0
3839,2380,11712,2019-08-26,2019-08-29,774.0
3840,8306,3477,2018-01-10,2018-01-13,825.0
3841,4219,16240,2015-05-24,2015-05-27,513.0
3842,4191,13897,2018-08-24,2018-08-27,741.0
3843,8758,9834,2021-03-19,2021-03-22,450.0
3844,6074,13711,2019-09-22,2019-09-25,384.0
3845,3481,11385,2015-10-15,2015-10-18,450.0
3846,9661,623,2022-10-13,2022-10-16,402.0
3847,1553,14298,2022-05-05,2022-05-08,651.0
3848,1271,926,2022-10-15,2022-10-18,153.0
3849,3940,10216,2019-03-23,2019-03-26,300.0
3850,3571,6393,2017-08-09,2017-08-12,1200.0
3851,3750,8346,2020-11-13,2020-11-16,360.0
3852,77,15373,2017-07-05,2017-07-08,417.0
3853,3682,10662,2019-12-20,2019-12-23,645.0
3854,2539,6833,2021-03-02,2021-03-05,900.0
3855,1438,8413,2017-07-08,2017-07-11,870.0
3856,2052,2888,2020-03-20,2020-03-23,297.0
3857,4135,286,2022-07-23,2022-07-26,885.0
3858,9371,9997,2016-08-28,2016-08-31,675.0
3859,1379,6300,2018-05-21,2018-05-24,2658.0
3860,5098,1725,2020-01-03,2020-01-06,888.0
3861,357,15700,2020-07-28,2020-07-31,480.0
3862,1184,10401,2020-06-16,2020-06-19,300.0
3863,5365,12563,2021-03-20,2021-03-23,1008.0
3864,3715,671,2019-02-23,2019-02-26,735.0
3865,5356,14977,2017-01-21,2017-01-24,678.0
3866,2667,8914,2019-01-10,2019-01-13,1293.0
3867,834,16277,2015-07-11,2015-07-14,357.0
3868,8393,4607,2015-08-20,2015-08-23,810.0
3869,1611,16423,2017-11-12,2017-11-15,537.0
3870,3548,9985,2015-12-01,2015-12-04,447.0
3871,9096,9341,2017-08-06,2017-08-09,516.0
3872,1454,12393,2022-06-12,2022-06-15,114.0
3873,4412,1505,2016-11-23,2016-11-26,450.0
3875,5518,9201,2017-09-20,2017-09-23,2295.0
3876,8955,1799,2016-03-16,2016-03-19,405.0
3877,2029,7985,2019-11-22,2019-11-25,375.0
